"SYMBOL","NAME OF COMPANY","SERIES","DATE OF LISTING","PAID UP VALUE","MARKET LOT","ISIN NUMBER","FACE VALUE","marketcap","price"
"20MICRONS","20 Microns Limited","EQ","06-OCT-2008","5","1","INE144J01027","5","94.74","26.85"
"21STCENMGM","21st Century Management Services Limited","EQ","03-MAY-1995","10","1","INE253B01015","10","12.44","11.85"
"3IINFOTECH","3i Infotech Limited","EQ","22-APR-2005","10","1","INE748C01020","10","282.91","1.75"
"3MINDIA","3M India Limited","EQ","13-AUG-2004","10","1","INE470A01017","10","23,310","20,683"
"3PLAND","3P Land Holdings Limited","EQ","19-JUL-1995","2","1","INE105C01023","2","7.83","4.35"
"5PAISA","5Paisa Capital Limited","EQ","16-NOV-2017","10","1","INE618L01018","10","380.77","149.45"
"63MOONS","63 moons technologies limited","EQ","20-JUN-2005","2","1","INE111B01023","2","350.59","76.05"
"A2ZINFRA","A2Z Infra Engineering Limited","EQ","23-DEC-2010","10","1","INE619I01012","10","82.78","4.70"
"AARTIDRUGS","Aarti Drugs Limited","EQ","19-SEP-2003","10","1","INE767A01016","10","1,426","612.15"
"AARTIIND","Aarti Industries Limited","EQ","08-FEB-1995","5","1","INE769A01020","5","16,226","931.25"
"AARVEEDEN","Aarvee Denims & Exports Limited","EQ","21-NOV-2006","10","1","INE273D01019","10","26.51","11.30"
"AAVAS","Aavas Financiers Limited","EQ","08-OCT-2018","10","1","INE216P01012","10","14,732","1,881"
"ABAN","Aban Offshore Limited","EQ","29-MAR-1995","2","1","INE421A01028","2","100.39","17.20"
"ABB","ABB India Limited","EQ","08-FEB-1995","2","1","INE117A01022","2","23,510","1,109"
"ABBOTINDIA","Abbott India Limited","EQ","08-JAN-2010","10","1","INE358A01014","10","31,157","14,662"
"ABCAPITAL","Aditya Birla Capital Limited","EQ","01-SEP-2017","10","1","INE674K01013","10","15,731","68.00"
"ABFRL","Aditya Birla Fashion and Retail Limited","EQ","17-JUL-2013","10","1","INE647O01011","10","18,211","235.30"
"ABMINTLTD","ABM International Limited","BE","14-JUN-2016","10","1","INE251C01017","10","15.82","13.45"
"ACC","ACC Limited","EQ","20-NOV-1996","10","1","INE012A01025","10","22,825","1,215"
"ACCELYA","Accelya Solutions India Limited","EQ","01-DEC-1999","10","1","INE793A01012","10","1,502","1,006"
"ACE","Action Construction Equipment Limited","EQ","26-SEP-2006","2","1","INE731H01025","2","672.39","59.25"
"ADANIENT","Adani Enterprises Limited","EQ","04-JUN-1997","1","1","INE423A01024","1","21,529","195.75"
"ADANIGAS","Adani Gas Limited","EQ","05-NOV-2018","1","1","INE399L01023","1","13,176","119.80"
"ADANIGREEN","Adani Green Energy Limited","EQ","18-JUN-2018","10","1","INE364U01010","10","20,465","130.85"
"ADANIPORTS","Adani Ports and Special Economic Zone Limited","EQ","27-NOV-2007","2","1","INE742F01042","2","65,057","320.20"
"ADANIPOWER","Adani Power Limited","EQ","20-AUG-2009","10","1","INE814H01011","10","15,891","41.20"
"ADANITRANS","Adani Transmission Limited","EQ","31-JUL-2015","10","1","INE931S01010","10","22,508","204.65"
"ADFFOODS","ADF Foods Limited","EQ","15-SEP-2010","10","1","INE982B01019","10","443.40","221.45"
"ADHUNIKIND","Adhunik Industries Limited","EQ","01-JUL-2016","10","1","INE452L01012","10","114.10","24.40"
"ADLABS","Adlabs Entertainment Limited","EQ","06-APR-2015","10","1","INE172N01012","10","25.98","2.95"
"ADORWELD","Ador Welding Limited","EQ","10-MAY-1995","10","1","INE045A01017","10","378.01","277.95"
"ADROITINFO","Adroit Infotech Limited","EQ","13-AUG-1997","10","1","INE737B01033","10","11.05","6.05"
"ADSL","Allied Digital Services Limited","EQ","25-JUL-2007","5","1","INE102I01027","5","82.84","16.50"
"ADVANIHOTR","Advani Hotels & Resorts (India) Limited","EQ","25-JUN-2007","2","1","INE199C01026","2","209.14","45.25"
"ADVENZYMES","Advanced Enzyme Technologies Limited","EQ","01-AUG-2016","2","1","INE837H01020","2","1,536","137.50"
"AEGISCHEM","Aegis Logistics Limited","EQ","03-APR-1996","1","1","INE208C01025","1","6,676","196.55"
"AFFLE","Affle (India) Limited","BE","08-AUG-2019","10","1","INE00WC01019","10","3,804","1,492"
"AGARIND","Agarwal Industrial Corporation Limited","EQ","26-MAY-2014","10","1","INE204E01012","10","65.71","64.05"
"AGCNET","AGC Networks Limited","BE","22-JUL-2003","10","1","INE676A01019","10","901.26","303.00"
"AGRITECH","Agri-Tech (India) Limited","EQ","28-JAN-2014","10","1","INE449G01018","10","16.39","27.60"
"AGROPHOS","Agro Phos India Limited","EQ","08-MAR-2019","10","1","INE740V01019","10","21.19","10.45"
"AHLEAST","Asian Hotels (East) Limited","EQ","11-AUG-2010","10","1","INE926K01017","10","208.60","180.95"
"AHLUCONT","Ahluwalia Contracts (India) Limited","EQ","14-DEC-2009","2","1","INE758C01029","2","2,170","324.00"
"AHLWEST","Asian Hotels (West) Limited","EQ","05-AUG-2010","10","1","INE915K01010","10","347.67","298.40"
"AIAENG","AIA Engineering Limited","EQ","14-DEC-2005","2","1","INE212H01026","2","16,624","1,763"
"AIONJSW","Monnet Ispat & Energy Limited","EQ","12-SEP-2018","10","1","INE743C01021","10","502.42","10.70"
"AIRAN","Airan Limited","EQ","03-MAY-2019","2","1","INE645W01026","2","142.52","11.40"
"AJANTPHARM","Ajanta Pharma Limited","EQ","29-MAY-2000","2","1","INE031B01049","2","12,182","1,396"
"AJMERA","Ajmera Realty & Infra India Limited","EQ","16-JUN-2009","10","1","INE298G01027","10","291.29","82.10"
"AKASH","Akash Infra-Projects Limited","BE","11-OCT-2019","10","1","INE737W01013","10","161.71","95.90"
"AKSHARCHEM","AksharChem India Limited","EQ","28-MAR-2017","10","1","INE542B01011","10","172.83","210.70"
"AKSHOPTFBR","Aksh Optifibre Limited","EQ","18-AUG-2000","5","1","INE523B01011","5","71.59","4.40"
"AKZOINDIA","Akzo Nobel India Limited","EQ","28-JUN-2001","10","1","INE133A01011","10","11,286","2,478"
"ALANKIT","Alankit Limited","EQ","30-JUN-2015","1","1","INE914E01040","1","195.85","13.70"
"ALBERTDAVD","Albert David Limited","EQ","14-JUN-2016","10","1","INE155C01010","10","226.23","396.20"
"ALBK","Allahabad Bank","EQ","29-NOV-2002","10","1","INE428A01015","10","3,368","9.05"
"ALCHEM","Alchemist Limited","BE","31-JUL-2007","10","1","INE964B01033","10","1.22","0.90"
"ALEMBICLTD","Alembic Limited","EQ","22-SEP-1999","2","1","INE426A01027","2","1,195","46.55"
"ALICON","Alicon Castalloy Limited","EQ","29-SEP-2006","5","1","INE062D01024","5","342.73","248.80"
"ALKALI","Alkali Metals Limited","EQ","06-NOV-2008","10","1","INE773I01017","10","39.65","38.95"
"ALKEM","Alkem Laboratories Limited","EQ","23-DEC-2015","2","1","INE540L01014","2","30,979","2,591"
"ALKYLAMINE","Alkyl Amines Chemicals Limited","EQ","26-NOV-2007","5","1","INE150B01021","5","2,969","1,456"
"ALLCARGO","Allcargo Logistics Limited","EQ","23-JUN-2006","2","1","INE418H01029","2","2,588","105.35"
"ALLSEC","Allsec Technologies Limited","EQ","09-MAY-2005","10","1","INE835G01018","10","359.28","235.75"
"ALMONDZ","Almondz Global Securities Limited","EQ","16-JUN-2008","6","1","INE326B01027","6","41.67","16.10"
"ALPA","Alpa Laboratories Limited","EQ","06-AUG-2007","10","1","INE385I01010","10","31.35","14.90"
"ALPHAGEO","Alphageo (India) Limited","EQ","11-MAY-2007","10","1","INE137C01018","10","108.36","170.25"
"ALPSINDUS","Alps Industries Limited","EQ","24-APR-1996","10","1","INE093B01015","10","2.54","0.65"
"AMARAJABAT","Amara Raja Batteries Limited","EQ","05-SEP-2003","1","1","INE885A01032","1","10,295","602.70"
"AMBER","Amber Enterprises India Limited","EQ","30-JAN-2018","10","1","INE371P01015","10","4,481","1,425"
"AMBIKCO","Ambika Cotton Mills Limited","EQ","29-JAN-2008","10","1","INE540G01014","10","444.35","776.15"
"AMBUJACEM","Ambuja Cements Limited","EQ","18-FEB-1998","2","1","INE079A01024","2","37,817","190.45"
"AMDIND","AMD Industries Limited","EQ","19-MAR-2007","10","1","INE005I01014","10","26.26","13.70"
"AMJLAND","Amj Land Holdings Limited","EQ","08-FEB-1995","2","1","INE606A01024","2","77.70","18.95"
"AMRUTANJAN","Amrutanjan Health Care Limited","EQ","02-JAN-2015","1","1","INE098F01031","1","1,311","448.60"
"ANANTRAJ","Anant Raj Limited","EQ","27-SEP-2006","2","1","INE242C01024","2","836.61","28.35"
"ANDHRABANK","Andhra Bank","EQ","04-APR-2001","10","1","INE434A01013","10","3,253","10.90"
"ANDHRACEMT","Andhra Cements Limited","EQ","08-NOV-2010","10","1","INE666E01012","10","54.30","1.85"
"ANDHRAPAP","ANDHRA PAPER LIMITED","EQ","13-MAY-2004","10","1","INE435A01028","10","778.70","195.80"
"ANDHRSUGAR","The Andhra Sugars Limited","EQ","01-NOV-1995","10","1","INE715B01013","10","650.78","240.05"
"ANIKINDS","Anik Industries Limited","EQ","21-MAY-2008","10","1","INE087B01017","10","19.15","6.90"
"ANKITMETAL","Ankit Metal & Power Limited","EQ","14-MAR-2013","10","1","INE106I01010","10","6.35","0.45"
"ANSALAPI","Ansal Properties & Infrastructure Limited","EQ","27-JAN-2006","5","1","INE436A01026","5","77.91","4.95"
"ANSALHSG","Ansal Housing Limited","EQ","06-OCT-2006","10","1","INE880B01015","10","20.49","3.45"
"ANUP","The Anup Engineering Limited","EQ","01-MAR-2019","10","1","INE294Z01018","10","479.07","469.70"
"APARINDS","Apar Industries Limited","EQ","12-JUL-2004","10","1","INE372A01015","10","1,317","344.15"
"APCL","Anjani Portland Cement Limited","EQ","10-APR-2017","10","1","INE071F01012","10","303.55","120.05"
"APCOTEXIND","Apcotex Industries Limited","EQ","06-SEP-1995","2","1","INE116A01032","2","504.71","97.35"
"APEX","Apex Frozen Foods Limited","EQ","04-SEP-2017","10","1","INE346W01013","10","749.22","239.75"
"APLAPOLLO","APL Apollo Tubes Limited","EQ","14-DEC-2011","10","1","INE702C01019","10","4,309","1,733"
"APLLTD","Alembic Pharmaceuticals Limited","EQ","20-SEP-2011","2","1","INE901L01018","2","11,744","623.00"
"APOLLO","Apollo Micro Systems Limited","EQ","22-JAN-2018","10","1","INE713T01010","10","133.10","64.10"
"APOLLOHOSP","Apollo Hospitals Enterprise Limited","EQ","10-JAN-1996","5","1","INE437A01024","5","22,666","1,629"
"APOLLOPIPE","Apollo Pipes Limited","EQ","11-NOV-2019","10","1","INE126J01016","10","489.44","373.35"
"APOLLOTYRE","Apollo Tyres Limited","EQ","31-MAY-1995","1","1","INE438A01022","1","6,579","115.00"
"APOLSINHOT","Apollo Sindoori Hotels Limited","EQ","28-JAN-2015","5","1","INE451F01024","5","122.13","469.65"
"APTECHT","Aptech Limited","EQ","27-SEP-2002","10","1","INE266F01018","10","394.18","98.05"
"ARCHIDPLY","Archidply Industries Limited","EQ","04-JUL-2008","10","1","INE877I01016","10","39.72","18.00"
"ARCHIES","Archies Limited","EQ","02-SEP-1998","2","1","INE731A01020","2","42.90","12.70"
"ARCOTECH","Arcotech Limited","EQ","16-APR-2014","2","1","INE574I01035","2","9.98","0.95"
"ARENTERP","Rajdarshan Industries Limited","EQ","18-OCT-1995","10","1","INE610C01014","10","4.57","14.70"
"ARIES","Aries Agro Limited","EQ","11-JAN-2008","10","1","INE298I01015","10","63.51","48.85"
"ARIHANT","Arihant Foundations & Housing Limited","EQ","26-DEC-2006","10","1","INE413D01011","10","12.47","14.50"
"ARIHANTSUP","Arihant Superstructures Limited","EQ","28-MAR-2017","10","1","INE643K01018","10","92.61","22.50"
"ARMANFIN","Arman Financial Services Limited","EQ","14-JUN-2016","10","1","INE109C01017","10","722.42","854.85"
"AROGRANITE","Aro Granite Industries Limited","EQ","24-APR-2007","10","1","INE210C01013","10","34.58","22.60"
"ARROWGREEN","Arrow Greentech Limited","BE","21-MAY-2015","10","1","INE570D01018","10","50.72","36.00"
"ARSHIYA","Arshiya Limited","EQ","14-DEC-2009","2","1","INE968D01022","2","300.66","11.65"
"ARSSINFRA","ARSS Infrastructure Projects Limited","EQ","03-MAR-2010","10","1","INE267I01010","10","32.29","14.20"
"ARTEMISMED","Artemis Medicare Services Limited","EQ","23-JAN-2020","10","1","INE025R01013","10","242.99","184.00"
"ARVIND","Arvind Limited","EQ","08-FEB-1995","10","1","INE034A01011","10","895.33","34.60"
"ARVINDFASN","Arvind Fashions Limited","EQ","08-MAR-2019","4","1","INE955V01021","4","1,807","307.95"
"ARVSMART","Arvind SmartSpaces Limited","EQ","26-AUG-2015","10","1","INE034S01021","10","300.07","84.40"
"ASAHIINDIA","Asahi India Glass Limited","EQ","18-MAR-1998","1","1","INE439A01020","1","5,707","234.75"
"ASAHISONG","Asahi Songwon Colors Limited","EQ","29-AUG-2011","10","1","INE228I01012","10","145.22","118.35"
"ASAL","Automotive Stampings and Assemblies Limited","EQ","12-MAR-2002","10","1","INE900C01027","10","26.01","16.40"
"ASALCBR","Associated Alcohols & Breweries Ltd.","EQ","12-FEB-2020","10","1","INE073G01016","10","338.35","187.15"
"ASHAPURMIN","Ashapura Minechem Limited","EQ","20-SEP-1995","2","1","INE348A01023","2","290.10","33.35"
"ASHIANA","Ashiana Housing Limited","EQ","29-JUN-2011","2","1","INE365D01021","2","904.28","88.35"
"ASHIMASYN","Ashima Limited","EQ","27-JUL-1995","10","1","INE440A01010","10","68.08","5.30"
"ASHOKA","Ashoka Buildcon Limited","EQ","14-OCT-2010","5","1","INE442H01029","5","2,216","78.95"
"ASHOKLEY","Ashok Leyland Limited","EQ","25-MAY-1995","1","1","INE208A01029","1","20,123","68.55"
"ASIANHOTNR","Asian Hotels (North) Limited","EQ","07-APR-2010","10","1","INE363A01022","10","126.23","64.90"
"ASIANPAINT","Asian Paints Limited","EQ","31-MAY-1995","1","1","INE021A01026","1","180,603","1,883"
"ASIANTILES","Asian Granito India Limited","EQ","23-AUG-2007","10","1","INE022I01019","10","734.13","244.00"
"ASPINWALL","Aspinwall and Company Limited","EQ","14-JUN-2016","10","1","INE991I01015","10","92.26","118.00"
"ASTEC","Astec LifeSciences Limited","EQ","25-NOV-2009","10","1","INE563J01010","10","938.79","479.75"
"ASTERDM","Aster DM Healthcare Limited","EQ","26-FEB-2018","10","1","INE914M01019","10","7,250","143.50"
"ASTRAL","Astral Poly Technik Limited","EQ","20-MAR-2007","1","1","INE006I01046","1","17,318","1,149"
"ASTRAMICRO","Astra Microwave Products Limited","EQ","01-NOV-2004","2","1","INE386C01029","2","682.07","78.75"
"ASTRAZEN","AstraZeneca Pharma India Limited","EQ","04-MAY-2001","2","1","INE203A01020","2","6,134","2,454"
"ASTRON","Astron Paper & Board Mill Limited","EQ","29-DEC-2017","10","1","INE646X01014","10","163.45","35.15"
"ATFL","Agro Tech Foods Limited","EQ","06-DEC-2002","10","1","INE209A01019","10","1,432","587.55"
"ATLANTA","Atlanta  Limited","EQ","25-SEP-2006","2","1","INE285H01022","2","34.64","4.25"
"ATLASCYCLE","Atlas Cycles (Haryana) Limited","BE","23-OCT-1996","5","1","INE446A01025","5","24.10","37.05"
"ATNINTER","ATN International Limited","BE","01-SEP-2006","4","1","INE803A01027","4","0.39","0.10"
"ATUL","Atul Limited","EQ","06-MAY-1998","10","1","INE100A01010","10","14,764","4,978"
"ATULAUTO","Atul Auto Limited","EQ","26-JUN-2013","5","1","INE951D01028","5","422.41","192.50"
"AUBANK","AU Small Finance Bank Limited","EQ","10-JUL-2017","10","1","INE949L01017","10","31,303","1,029"
"AURIONPRO","Aurionpro Solutions Limited","EQ","25-OCT-2005","10","1","INE132H01018","10","90.76","38.40"
"AUROPHARMA","Aurobindo Pharma Limited","EQ","19-JUL-2000","1","1","INE406A01037","1","26,376","450.15"
"AUSOMENT","Ausom Enterprise Limited","EQ","17-APR-1996","10","1","INE218C01016","10","44.95","33.00"
"AUTOAXLES","Automotive Axles Limited","EQ","29-MAY-2003","10","1","INE449A01011","10","870.86","576.35"
"AUTOIND","Autoline Industries Limited","EQ","31-JAN-2007","10","1","INE718H01014","10","44.05","16.30"
"AUTOLITIND","Autolite (India) Limited","EQ","31-MAY-1995","10","1","INE448A01013","10","17.50","15.65"
"AVADHSUGAR","Avadh Sugar & Energy Limited","EQ","28-JUL-2017","10","1","INE349W01017","10","318.99","159.35"
"AVANTIFEED","Avanti Feeds Limited","EQ","15-APR-2015","1","1","INE871C01038","1","4,875","357.80"
"AVTNPL","AVT Natural Products Limited","EQ","10-JAN-2007","1","1","INE488D01021","1","502.59","33.00"
"AXISBANK","Axis Bank Limited","EQ","16-NOV-1998","2","1","INE238A01034","2","174,713","619.35"
"AXISCADES","AXISCADES Engineering Technologies Limited","EQ","21-DEC-2000","5","1","INE555B01013","5","156.14","41.35"
"AYMSYNTEX","AYM Syntex Limited","EQ","14-AUG-2015","10","1","INE193B01039","10","117.94","23.60"
"BAFNAPH","Bafna Pharmaceuticals Limited","BE","27-FEB-2020","10","1","INE878I01022","10","1.42","6.00"
"BAGFILMS","B.A.G Films and Media Limited","EQ","17-OCT-2003","2","1","INE116D01028","2","32.66","1.65"
"BAJAJ-AUTO","Bajaj Auto Limited","EQ","26-MAY-2008","10","1","INE917I01010","10","74,991","2,592"
"BAJAJCON","Bajaj Consumer Care Limited","EQ","18-AUG-2010","1","1","INE933K01021","1","2,452","166.20"
"BAJAJELEC","Bajaj Electricals Limited","EQ","02-NOV-2007","2","1","INE193E01025","2","4,416","388.15"
"BAJAJFINSV","Bajaj Finserv Limited","EQ","26-MAY-2008","5","1","INE918I01018","5","131,352","8,254"
"BAJAJHIND","Bajaj Hindusthan Sugar Limited","EQ","10-MAY-1995","1","1","INE306A01021","1","453.42","4.00"
"BAJAJHLDNG","Bajaj Holdings & Investment Limited","EQ","15-MAR-1995","10","1","INE118A01012","10","33,828","3,040"
"BAJFINANCE","Bajaj Finance Limited","EQ","01-APR-2003","2","1","INE296A01024","2","242,520","4,031"
"BALAJITELE","Balaji Telefilms Limited","EQ","22-NOV-2000","2","1","INE794B01026","2","443.96","43.90"
"BALAMINES","Balaji Amines Limited","EQ","05-APR-2007","2","1","INE050E01027","2","1,079","333.05"
"BALAXI","Balaxi Ventures Limited","BE","30-NOV-2015","10","1","INE618N01014","10","93.00","93.00"
"BALKRISHNA","Balkrishna Paper Mills Limited","EQ","28-JUL-2015","10","1","INE875R01011","10","13.96","13.00"
"BALKRISIND","Balkrishna Industries Limited","EQ","27-JAN-2006","2","1","INE787D01026","2","20,079","1,039"
"BALLARPUR","Ballarpur Industries Limited","EQ","31-MAR-2008","2","1","INE294A01037","2","51.74","0.40"
"BALMLAWRIE","Balmer Lawrie & Company Limited","EQ","06-JUL-1995","10","1","INE164A01016","10","1,542","90.15"
"BALPHARMA","Bal Pharma Limited","EQ","08-MAY-2006","10","1","INE083D01012","10","51.45","36.30"
"BALRAMCHIN","Balrampur Chini Mills Limited","EQ","08-FEB-1995","1","1","INE119A01028","1","2,672","121.45"
"BANARBEADS","Banaras Beads Limited","EQ","07-JUL-1995","10","100","INE655B01011","10","21.07","31.75"
"BANARISUG","Bannari Amman Sugars Limited","EQ","28-MAY-2003","10","1","INE459A01010","10","1,204","960.40"
"BANCOINDIA","Banco Products (I) Limited","EQ","22-DEC-2006","2","1","INE213C01025","2","603.46","84.40"
"BANDHANBNK","Bandhan Bank Limited","EQ","27-MAR-2018","10","1","INE545U01014","10","60,560","376.10"
"BANG","Bang Overseas Limited","EQ","20-FEB-2008","10","1","INE863I01016","10","19.87","14.65"
"BANKBARODA","Bank of Baroda","EQ","19-FEB-1997","2","1","INE028A01039","2","30,773","66.60"
"BANKINDIA","Bank of India","EQ","30-APR-1997","10","1","INE084A01016","10","12,747","38.90"
"BANSWRAS","Banswara Syntex Limited","EQ","11-APR-2007","10","1","INE629D01012","10","179.23","104.55"
"BARTRONICS","Bartronics India Limited","BZ","12-JAN-2006","10","1","INE855F01034","10","2.21","0.65"
"BASF","BASF India Limited","EQ","17-MAY-1995","10","1","INE373A01013","10","4,577","1,057"
"BASML","Bannari Amman Spinning Mills Limited","EQ","14-NOV-2005","10","1","INE186H01014","10","148.05","94.00"
"BATAINDIA","Bata India Limited","EQ","18-JUN-2003","5","1","INE176A01028","5","19,144","1,489"
"BAYERCROP","Bayer Cropscience Limited","EQ","08-JAN-2010","10","1","INE462A01022","10","18,853","4,195"
"BBL","Bharat Bijlee Limited","EQ","21-NOV-2006","10","1","INE464A01028","10","385.61","682.30"
"BBTC","Bombay Burmah Trading Corporation Limited","EQ","03-APR-1996","2","1","INE050A01025","2","7,543","1,081"
"BCG","Brightcom Group Limited","EQ","08-MAY-2015","2","1","INE425B01027","2","190.50","4.00"
"BCP","B.C. Power Controls Ltd","BE","19-AUG-2019","2","1","INE905P01028","2","108.19","18.40"
"BDL","Bharat Dynamics Limited","EQ","23-MAR-2018","10","1","INE171Z01018","10","4,244","231.55"
"BEARDSELL","Beardsell Limited","EQ","13-JAN-2015","2","1","INE520H01022","2","18.83","6.70"
"BEDMUTHA","Bedmutha Industries Limited","EQ","14-OCT-2010","10","1","INE844K01012","10","29.07","11.85"
"BEL","Bharat Electronics Limited","EQ","19-JUL-2000","1","1","INE263A01024","1","16,776","68.85"
"BEML","BEML Limited","EQ","05-NOV-2003","10","1","INE258A01016","10","2,631","631.95"
"BEPL","Bhansali Engineering Polymers Limited","EQ","21-MAR-2005","1","1","INE922A01025","1","672.75","40.55"
"BERGEPAINT","Berger Paints (I) Limited","EQ","24-NOV-1999","1","1","INE463A01038","1","48,794","502.40"
"BFINVEST","BF Investment Limited","EQ","14-JAN-2011","5","1","INE878K01010","5","1,126","298.95"
"BFUTILITIE","BF Utilities Limited","EQ","03-MAY-2007","5","1","INE243D01012","5","922.86","245.05"
"BGRENERGY","BGR Energy Systems Limited","EQ","03-JAN-2008","10","1","INE661I01014","10","206.74","28.65"
"BHAGERIA","Bhageria Industries Limited","EQ","02-MAR-2016","5","1","INE354C01027","5","480.52","110.10"
"BHAGYANGR","Bhagyanagar India Limited","EQ","17-MAY-2017","2","1","INE458B01036","2","52.95","16.55"
"BHAGYAPROP","Bhagyanagar Properties Limited","EQ","20-JUL-2017","2","1","INE363W01018","2","72.31","22.60"
"BHANDARI","Bhandari Hosiery Exports Limited","EQ","30-JAN-2017","1","1","INE474E01029","1","13.19","0.90"
"BHARATFORG","Bharat Forge Limited","EQ","04-APR-2003","2","1","INE465A01025","2","18,735","402.40"
"BHARATGEAR","Bharat Gears Limited","EQ","03-APR-1996","10","1","INE561C01019","10","30.15","32.40"
"BHARATRAS","Bharat Rasayan Limited","EQ","11-OCT-1995","10","1","INE838B01013","10","2,915","6,860"
"BHARATWIRE","Bharat Wire Ropes Limited","EQ","01-APR-2016","10","1","INE316L01019","10","97.55","21.70"
"BHARTIARTL","Bharti Airtel Limited","EQ","15-FEB-2002","5","1","INE397D01024","5","269,395","493.80"
"BHEL","Bharat Heavy Electricals Limited","EQ","11-NOV-2003","2","1","INE257A01026","2","9,593","27.55"
"BIGBLOC","Bigbloc Construction Limited","EQ","02-SEP-2016","10","1","INE412U01017","10","43.61","30.80"
"BIL","Bhartiya International Limited","EQ","12-APR-2000","10","1","INE828A01016","10","140.26","114.95"
"BILENERGY","Bil Energy Systems Limited","EQ","15-FEB-2011","1","1","INE607L01029","1","10.57","0.50"
"BINDALAGRO","Oswal Chemicals & Fertilizers Limited","EQ","28-AUG-1996","10","1","INE143A01010","10","231.13","9.00"
"BIOCON","Biocon Limited","EQ","07-APR-2004","5","1","INE376G01013","5","35,604","296.70"
"BIOFILCHEM","Biofil Chemicals & Pharmaceuticals Limited","EQ","12-JUN-1996","10","1","INE829A01014","10","13.10","8.05"
"BIRLACABLE","Birla Cable Limited","EQ","06-DEC-1995","10","1","INE800A01015","10","124.05","41.35"
"BIRLACORPN","Birla Corporation Limited","EQ","12-APR-1995","10","1","INE340A01012","10","5,132","666.45"
"BIRLAMONEY","Aditya Birla Money Limited","EQ","07-FEB-2008","1","1","INE865C01022","1","146.10","25.95"
"BIRLATYRE","Birla Tyres Limited","EQ","10-FEB-2020","10","1","INE0AEJ01013","10","66.30","4.65"
"BKMINDST","Bkm Industries Limited","EQ","30-MAR-2015","1","1","INE831Q01016","1","2.62","0.40"
"BLBLIMITED","BLB Limited","EQ","31-MAY-2000","1","1","INE791A01024","1","17.46","3.30"
"BLISSGVS","Bliss GVS Pharma Limited","EQ","26-JUL-2010","1","1","INE416D01022","1","960.38","93.15"
"BLKASHYAP","B. L. Kashyap and Sons Limited","EQ","17-MAR-2006","1","1","INE350H01032","1","146.54","6.50"
"BLS","BLS International Services Limited","EQ","14-JUN-2016","1","1","INE153T01027","1","496.88","48.50"
"BLUECHIP","Blue Chip India Limited","BE","12-MAR-1997","2","1","INE657B01025","2","0.83","0.15"
"BLUECOAST","Blue Coast Hotels Limited","BE","16-FEB-2000","10","1","INE472B01011","10","5.99","4.70"
"BLUEDART","Blue Dart Express Limited","EQ","12-DEC-2002","10","1","INE233B01017","10","6,052","2,550"
"BLUESTARCO","Blue Star Limited","EQ","15-JUN-2000","2","1","INE472A01039","2","7,507","779.40"
"BODALCHEM","Bodal Chemicals Limited","EQ","22-AUG-2011","2","1","INE338D01028","2","704.62","57.60"
"BOMDYEING","Bombay Dyeing & Mfg Company Limited","EQ","26-APR-1995","2","1","INE032A01023","2","1,243","60.20"
"BORORENEW","BOROSIL RENEWABLES LIMITED","BE","25-MAY-2018","1","1","INE666D01022","1","505.43","54.70"
"BOSCHLTD","Bosch Limited","EQ","12-MAY-2003","10","1","INE323A01026","10","36,597","12,408"
"BPCL","Bharat Petroleum Corporation Limited","EQ","13-SEP-1995","10","1","INE029A01011","10","87,725","404.40"
"BPL","BPL Limited","EQ","14-JUN-1995","10","1","INE110A01019","10","69.90","14.30"
"BRFL","Bombay Rayon Fashions Limited","EQ","05-DEC-2005","10","1","INE589G01011","10","130.17","4.10"
"BRIGADE","Brigade Enterprises Limited","EQ","31-DEC-2007","10","1","INE791I01019","10","4,256","208.25"
"BRITANNIA","Britannia Industries Limited","EQ","05-NOV-1998","1","1","INE216A01030","1","73,302","3,048"
"BRNL","Bharat Road Network Limited","EQ","18-SEP-2017","10","1","INE727S01012","10","379.03","45.15"
"BROOKS","Brooks Laboratories Limited","EQ","05-SEP-2011","10","1","INE650L01011","10","53.61","21.70"
"BSE","BSE Limited","EQ","03-FEB-2017","2","1","INE118H01025","2","1,761","391.15"
"BSELINFRA","BSEL Infrastructure Realty Limited","EQ","07-FEB-2001","10","1","INE395A01016","10","6.61","0.80"
"BSL","BSL Limited","EQ","27-JUL-1995","10","1","INE594B01012","10","24.19","23.50"
"BSOFT","BIRLASOFT LIMITED","EQ","24-NOV-1999","2","1","INE836A01035","2","2,452","88.60"
"BURNPUR","Burnpur Cement Limited","EQ","03-JAN-2008","10","1","INE817H01014","10","7.32","0.85"
"BUTTERFLY","Butterfly Gandhimathi Appliances Limited","EQ","28-APR-2014","10","1","INE295F01017","10","275.53","154.10"
"BVCL","Barak Valley Cements Limited","BE","23-NOV-2007","10","1","INE139I01011","10","23.82","10.75"
"BYKE","The Byke Hospitality Ltd","EQ","15-APR-2015","10","1","INE319B01014","10","55.74","13.90"
"CADILAHC","Cadila Healthcare Limited","EQ","18-APR-2000","1","1","INE010B01027","1","26,423","258.10"
"CALSOFT","California Software Company Limited","EQ","28-JUN-2000","10","1","INE526B01014","10","12.43","10.05"
"CAMLINFINE","Camlin Fine Sciences Limited","EQ","20-JAN-2015","1","1","INE052I01032","1","705.09","58.15"
"CANBK","Canara Bank","EQ","23-DEC-2002","10","1","INE476A01014","10","12,018","116.65"
